entry,Base_SMILES,Ligand_SMILES,Solvent_SMILES,Concentration,Lab,yield,Base_Name,Ligand_Name,Solvent_Name
1296,O=C([O-])C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CCCCOC(C)=O,0.057,B,8.43,Potassium acetate,P(2-furyl)3,Butyl Ester
1297,O=C([O-])C.[K+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CCCCOC(C)=O,0.057,B,0,Potassium acetate,Methyldiphenylphosphine,Butyl Ester
1298,O=C([O-])C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CCCCOC(C)=O,0.057,B,2.21,Potassium acetate,1268824-69-6,Butyl Ester
1299,O=C([O-])C.[K+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CCCCOC(C)=O,0.057,B,5.59,Potassium acetate,JackiePhos,Butyl Ester
1300,O=C([O-])C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CCCCOC(C)=O,0.057,B,35.64,Potassium acetate,SCHEMBL15068049,Butyl Ester
1301,O=C([O-])C.[K+],CP(C)C1=CC=CC=C1,CCCCOC(C)=O,0.057,B,0,Potassium acetate,Me2PPh,Butyl Ester
1302,O=C([O-])C(C)(C)C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CCCCOC(C)=O,0.057,B,16.31,Potassium pivalate,P(2-furyl)3,Butyl Ester
1303,O=C([O-])C(C)(C)C.[K+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CCCCOC(C)=O,0.057,B,0,Potassium pivalate,Methyldiphenylphosphine,Butyl Ester
1304,O=C([O-])C(C)(C)C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CCCCOC(C)=O,0.057,B,10.68,Potassium pivalate,1268824-69-6,Butyl Ester
1305,O=C([O-])C(C)(C)C.[K+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CCCCOC(C)=O,0.057,B,4.15,Potassium pivalate,JackiePhos,Butyl Ester
1306,O=C([O-])C(C)(C)C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CCCCOC(C)=O,0.057,B,30.75,Potassium pivalate,SCHEMBL15068049,Butyl Ester
1307,O=C([O-])C(C)(C)C.[K+],CP(C)C1=CC=CC=C1,CCCCOC(C)=O,0.057,B,0,Potassium pivalate,Me2PPh,Butyl Ester
1308,O=C([O-])C.[Cs+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CCCCOC(C)=O,0.057,B,14.5,Cesium acetate,P(2-furyl)3,Butyl Ester
1309,O=C([O-])C.[Cs+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CCCCOC(C)=O,0.057,B,0,Cesium acetate,Methyldiphenylphosphine,Butyl Ester
1310,O=C([O-])C.[Cs+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CCCCOC(C)=O,0.057,B,22.02,Cesium acetate,1268824-69-6,Butyl Ester
1311,O=C([O-])C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CCCCOC(C)=O,0.057,B,3.37,Cesium acetate,JackiePhos,Butyl Ester
1312,O=C([O-])C.[Cs+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CCCCOC(C)=O,0.057,B,38.53,Cesium acetate,SCHEMBL15068049,Butyl Ester
1313,O=C([O-])C.[Cs+],CP(C)C1=CC=CC=C1,CCCCOC(C)=O,0.057,B,0,Cesium acetate,Me2PPh,Butyl Ester
1314,O=C([O-])C(C)(C)C.[Cs+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CCCCOC(C)=O,0.057,B,14.84,Cesium pivalate,P(2-furyl)3,Butyl Ester
1315,O=C([O-])C(C)(C)C.[Cs+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CCCCOC(C)=O,0.057,B,0,Cesium pivalate,Methyldiphenylphosphine,Butyl Ester
1316,O=C([O-])C(C)(C)C.[Cs+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CCCCOC(C)=O,0.057,B,33.41,Cesium pivalate,1268824-69-6,Butyl Ester
1317,O=C([O-])C(C)(C)C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CCCCOC(C)=O,0.057,B,1.3,Cesium pivalate,JackiePhos,Butyl Ester
1318,O=C([O-])C(C)(C)C.[Cs+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CCCCOC(C)=O,0.057,B,19.84,Cesium pivalate,SCHEMBL15068049,Butyl Ester
1319,O=C([O-])C(C)(C)C.[Cs+],CP(C)C1=CC=CC=C1,CCCCOC(C)=O,0.057,B,0,Cesium pivalate,Me2PPh,Butyl Ester
1320,O=C([O-])C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC1=CC=C(C)C=C1,0.057,B,4.99,Potassium acetate,P(2-furyl)3,p-Xylene
1321,O=C([O-])C.[K+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CC1=CC=C(C)C=C1,0.057,B,0,Potassium acetate,Methyldiphenylphosphine,p-Xylene
1322,O=C([O-])C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC1=CC=C(C)C=C1,0.057,B,1.47,Potassium acetate,1268824-69-6,p-Xylene
1323,O=C([O-])C.[K+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC1=CC=C(C)C=C1,0.057,B,5.45,Potassium acetate,JackiePhos,p-Xylene
1324,O=C([O-])C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC1=CC=C(C)C=C1,0.057,B,25.69,Potassium acetate,SCHEMBL15068049,p-Xylene
1325,O=C([O-])C.[K+],CP(C)C1=CC=CC=C1,CC1=CC=C(C)C=C1,0.057,B,0,Potassium acetate,Me2PPh,p-Xylene
1326,O=C([O-])C(C)(C)C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC1=CC=C(C)C=C1,0.057,B,14.68,Potassium pivalate,P(2-furyl)3,p-Xylene
1327,O=C([O-])C(C)(C)C.[K+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CC1=CC=C(C)C=C1,0.057,B,0,Potassium pivalate,Methyldiphenylphosphine,p-Xylene
1328,O=C([O-])C(C)(C)C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC1=CC=C(C)C=C1,0.057,B,24.06,Potassium pivalate,1268824-69-6,p-Xylene
1329,O=C([O-])C(C)(C)C.[K+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC1=CC=C(C)C=C1,0.057,B,8.93,Potassium pivalate,JackiePhos,p-Xylene
1330,O=C([O-])C(C)(C)C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC1=CC=C(C)C=C1,0.057,B,17,Potassium pivalate,SCHEMBL15068049,p-Xylene
1331,O=C([O-])C(C)(C)C.[K+],CP(C)C1=CC=CC=C1,CC1=CC=C(C)C=C1,0.057,B,0,Potassium pivalate,Me2PPh,p-Xylene
1332,O=C([O-])C.[Cs+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC1=CC=C(C)C=C1,0.057,B,16.85,Cesium acetate,P(2-furyl)3,p-Xylene
1333,O=C([O-])C.[Cs+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CC1=CC=C(C)C=C1,0.057,B,0,Cesium acetate,Methyldiphenylphosphine,p-Xylene
1334,O=C([O-])C.[Cs+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC1=CC=C(C)C=C1,0.057,B,0,Cesium acetate,1268824-69-6,p-Xylene
1335,O=C([O-])C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC1=CC=C(C)C=C1,0.057,B,6.15,Cesium acetate,JackiePhos,p-Xylene
1336,O=C([O-])C.[Cs+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC1=CC=C(C)C=C1,0.057,B,41.1,Cesium acetate,SCHEMBL15068049,p-Xylene
1337,O=C([O-])C.[Cs+],CP(C)C1=CC=CC=C1,CC1=CC=C(C)C=C1,0.057,B,0,Cesium acetate,Me2PPh,p-Xylene
1338,O=C([O-])C(C)(C)C.[Cs+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC1=CC=C(C)C=C1,0.057,B,7.12,Cesium pivalate,P(2-furyl)3,p-Xylene
1339,O=C([O-])C(C)(C)C.[Cs+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CC1=CC=C(C)C=C1,0.057,B,0,Cesium pivalate,Methyldiphenylphosphine,p-Xylene
1340,O=C([O-])C(C)(C)C.[Cs+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC1=CC=C(C)C=C1,0.057,B,12.53,Cesium pivalate,1268824-69-6,p-Xylene
1341,O=C([O-])C(C)(C)C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC1=CC=C(C)C=C1,0.057,B,6.96,Cesium pivalate,JackiePhos,p-Xylene
1342,O=C([O-])C(C)(C)C.[Cs+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC1=CC=C(C)C=C1,0.057,B,11.91,Cesium pivalate,SCHEMBL15068049,p-Xylene
1343,O=C([O-])C(C)(C)C.[Cs+],CP(C)C1=CC=CC=C1,CC1=CC=C(C)C=C1,0.057,B,0,Cesium pivalate,Me2PPh,p-Xylene
1344,O=C([O-])C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC(N(C)C)=O,0.057,C,62.04,Potassium acetate,P(2-furyl)3,DMAc
1345,O=C([O-])C.[K+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CC(N(C)C)=O,0.057,C,12.01,Potassium acetate,Methyldiphenylphosphine,DMAc
1346,O=C([O-])C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC(N(C)C)=O,0.057,C,13.87,Potassium acetate,1268824-69-6,DMAc
1347,O=C([O-])C.[K+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC(N(C)C)=O,0.057,C,89.14,Potassium acetate,JackiePhos,DMAc
1348,O=C([O-])C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC(N(C)C)=O,0.057,C,96.64,Potassium acetate,SCHEMBL15068049,DMAc
1349,O=C([O-])C.[K+],CP(C)C1=CC=CC=C1,CC(N(C)C)=O,0.057,C,3.33,Potassium acetate,Me2PPh,DMAc
1350,O=C([O-])C(C)(C)C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC(N(C)C)=O,0.057,C,83.62,Potassium pivalate,P(2-furyl)3,DMAc
1351,O=C([O-])C(C)(C)C.[K+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CC(N(C)C)=O,0.057,C,28.06,Potassium pivalate,Methyldiphenylphosphine,DMAc
1352,O=C([O-])C(C)(C)C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC(N(C)C)=O,0.057,C,36.29,Potassium pivalate,1268824-69-6,DMAc
1353,O=C([O-])C(C)(C)C.[K+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC(N(C)C)=O,0.057,C,82.13,Potassium pivalate,JackiePhos,DMAc
1354,O=C([O-])C(C)(C)C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC(N(C)C)=O,0.057,C,89.95,Potassium pivalate,SCHEMBL15068049,DMAc
1355,O=C([O-])C(C)(C)C.[K+],CP(C)C1=CC=CC=C1,CC(N(C)C)=O,0.057,C,2.15,Potassium pivalate,Me2PPh,DMAc
1356,O=C([O-])C.[Cs+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC(N(C)C)=O,0.057,C,78.6,Cesium acetate,P(2-furyl)3,DMAc
1357,O=C([O-])C.[Cs+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CC(N(C)C)=O,0.057,C,18.16,Cesium acetate,Methyldiphenylphosphine,DMAc
1358,O=C([O-])C.[Cs+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC(N(C)C)=O,0.057,C,16.77,Cesium acetate,1268824-69-6,DMAc
1359,O=C([O-])C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC(N(C)C)=O,0.057,C,81.48,Cesium acetate,JackiePhos,DMAc
1360,O=C([O-])C.[Cs+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC(N(C)C)=O,0.057,C,95.48,Cesium acetate,SCHEMBL15068049,DMAc
1361,O=C([O-])C.[Cs+],CP(C)C1=CC=CC=C1,CC(N(C)C)=O,0.057,C,5.9,Cesium acetate,Me2PPh,DMAc
1362,O=C([O-])C(C)(C)C.[Cs+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC(N(C)C)=O,0.057,C,50.7,Cesium pivalate,P(2-furyl)3,DMAc
1363,O=C([O-])C(C)(C)C.[Cs+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CC(N(C)C)=O,0.057,C,9.36,Cesium pivalate,Methyldiphenylphosphine,DMAc
1364,O=C([O-])C(C)(C)C.[Cs+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC(N(C)C)=O,0.057,C,27.88,Cesium pivalate,1268824-69-6,DMAc
1365,O=C([O-])C(C)(C)C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC(N(C)C)=O,0.057,C,22.07,Cesium pivalate,JackiePhos,DMAc
1366,O=C([O-])C(C)(C)C.[Cs+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC(N(C)C)=O,0.057,C,92.03,Cesium pivalate,SCHEMBL15068049,DMAc
1367,O=C([O-])C(C)(C)C.[Cs+],CP(C)C1=CC=CC=C1,CC(N(C)C)=O,0.057,C,0,Cesium pivalate,Me2PPh,DMAc
1368,O=C([O-])C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CCCC#N,0.057,C,12.25,Potassium acetate,P(2-furyl)3,Butyornitrile
1369,O=C([O-])C.[K+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CCCC#N,0.057,C,0,Potassium acetate,Methyldiphenylphosphine,Butyornitrile
1370,O=C([O-])C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CCCC#N,0.057,C,20.95,Potassium acetate,1268824-69-6,Butyornitrile
1371,O=C([O-])C.[K+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CCCC#N,0.057,C,21.88,Potassium acetate,JackiePhos,Butyornitrile
1372,O=C([O-])C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CCCC#N,0.057,C,76.66,Potassium acetate,SCHEMBL15068049,Butyornitrile
1373,O=C([O-])C.[K+],CP(C)C1=CC=CC=C1,CCCC#N,0.057,C,0,Potassium acetate,Me2PPh,Butyornitrile
1374,O=C([O-])C(C)(C)C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CCCC#N,0.057,C,31.53,Potassium pivalate,P(2-furyl)3,Butyornitrile
1375,O=C([O-])C(C)(C)C.[K+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CCCC#N,0.057,C,0,Potassium pivalate,Methyldiphenylphosphine,Butyornitrile
1376,O=C([O-])C(C)(C)C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CCCC#N,0.057,C,64.48,Potassium pivalate,1268824-69-6,Butyornitrile
1377,O=C([O-])C(C)(C)C.[K+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CCCC#N,0.057,C,16.07,Potassium pivalate,JackiePhos,Butyornitrile
1378,O=C([O-])C(C)(C)C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CCCC#N,0.057,C,77.52,Potassium pivalate,SCHEMBL15068049,Butyornitrile
1379,O=C([O-])C(C)(C)C.[K+],CP(C)C1=CC=CC=C1,CCCC#N,0.057,C,0,Potassium pivalate,Me2PPh,Butyornitrile
1380,O=C([O-])C.[Cs+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CCCC#N,0.057,C,25.45,Cesium acetate,P(2-furyl)3,Butyornitrile
1381,O=C([O-])C.[Cs+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CCCC#N,0.057,C,0,Cesium acetate,Methyldiphenylphosphine,Butyornitrile
1382,O=C([O-])C.[Cs+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CCCC#N,0.057,C,49.09,Cesium acetate,1268824-69-6,Butyornitrile
1383,O=C([O-])C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CCCC#N,0.057,C,23.23,Cesium acetate,JackiePhos,Butyornitrile
1384,O=C([O-])C.[Cs+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CCCC#N,0.057,C,50.74,Cesium acetate,SCHEMBL15068049,Butyornitrile
1385,O=C([O-])C.[Cs+],CP(C)C1=CC=CC=C1,CCCC#N,0.057,C,0,Cesium acetate,Me2PPh,Butyornitrile
1386,O=C([O-])C(C)(C)C.[Cs+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CCCC#N,0.057,C,23.81,Cesium pivalate,P(2-furyl)3,Butyornitrile
1387,O=C([O-])C(C)(C)C.[Cs+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CCCC#N,0.057,C,0,Cesium pivalate,Methyldiphenylphosphine,Butyornitrile
1388,O=C([O-])C(C)(C)C.[Cs+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CCCC#N,0.057,C,58.13,Cesium pivalate,1268824-69-6,Butyornitrile
1389,O=C([O-])C(C)(C)C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CCCC#N,0.057,C,11.26,Cesium pivalate,JackiePhos,Butyornitrile
1390,O=C([O-])C(C)(C)C.[Cs+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CCCC#N,0.057,C,75.46,Cesium pivalate,SCHEMBL15068049,Butyornitrile
1391,O=C([O-])C(C)(C)C.[Cs+],CP(C)C1=CC=CC=C1,CCCC#N,0.057,C,0,Cesium pivalate,Me2PPh,Butyornitrile
1392,O=C([O-])C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CCCCOC(C)=O,0.057,C,9.35,Potassium acetate,P(2-furyl)3,Butyl Ester
1393,O=C([O-])C.[K+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CCCCOC(C)=O,0.057,C,0,Potassium acetate,Methyldiphenylphosphine,Butyl Ester
1394,O=C([O-])C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CCCCOC(C)=O,0.057,C,0,Potassium acetate,1268824-69-6,Butyl Ester
1395,O=C([O-])C.[K+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CCCCOC(C)=O,0.057,C,5.16,Potassium acetate,JackiePhos,Butyl Ester
1396,O=C([O-])C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CCCCOC(C)=O,0.057,C,46.42,Potassium acetate,SCHEMBL15068049,Butyl Ester
1397,O=C([O-])C.[K+],CP(C)C1=CC=CC=C1,CCCCOC(C)=O,0.057,C,0,Potassium acetate,Me2PPh,Butyl Ester
1398,O=C([O-])C(C)(C)C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CCCCOC(C)=O,0.057,C,14.81,Potassium pivalate,P(2-furyl)3,Butyl Ester
1399,O=C([O-])C(C)(C)C.[K+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CCCCOC(C)=O,0.057,C,0,Potassium pivalate,Methyldiphenylphosphine,Butyl Ester
1400,O=C([O-])C(C)(C)C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CCCCOC(C)=O,0.057,C,38.63,Potassium pivalate,1268824-69-6,Butyl Ester
1401,O=C([O-])C(C)(C)C.[K+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CCCCOC(C)=O,0.057,C,3.96,Potassium pivalate,JackiePhos,Butyl Ester
1402,O=C([O-])C(C)(C)C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CCCCOC(C)=O,0.057,C,33.69,Potassium pivalate,SCHEMBL15068049,Butyl Ester
1403,O=C([O-])C(C)(C)C.[K+],CP(C)C1=CC=CC=C1,CCCCOC(C)=O,0.057,C,0,Potassium pivalate,Me2PPh,Butyl Ester
1404,O=C([O-])C.[Cs+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CCCCOC(C)=O,0.057,C,12.14,Cesium acetate,P(2-furyl)3,Butyl Ester
1405,O=C([O-])C.[Cs+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CCCCOC(C)=O,0.057,C,0,Cesium acetate,Methyldiphenylphosphine,Butyl Ester
1406,O=C([O-])C.[Cs+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CCCCOC(C)=O,0.057,C,34.4,Cesium acetate,1268824-69-6,Butyl Ester
1407,O=C([O-])C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CCCCOC(C)=O,0.057,C,2.45,Cesium acetate,JackiePhos,Butyl Ester
1408,O=C([O-])C.[Cs+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CCCCOC(C)=O,0.057,C,38.65,Cesium acetate,SCHEMBL15068049,Butyl Ester
1409,O=C([O-])C.[Cs+],CP(C)C1=CC=CC=C1,CCCCOC(C)=O,0.057,C,0,Cesium acetate,Me2PPh,Butyl Ester
1410,O=C([O-])C(C)(C)C.[Cs+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CCCCOC(C)=O,0.057,C,10.59,Cesium pivalate,P(2-furyl)3,Butyl Ester
1411,O=C([O-])C(C)(C)C.[Cs+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CCCCOC(C)=O,0.057,C,0,Cesium pivalate,Methyldiphenylphosphine,Butyl Ester
1412,O=C([O-])C(C)(C)C.[Cs+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CCCCOC(C)=O,0.057,C,13.52,Cesium pivalate,1268824-69-6,Butyl Ester
1413,O=C([O-])C(C)(C)C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CCCCOC(C)=O,0.057,C,1.23,Cesium pivalate,JackiePhos,Butyl Ester
1414,O=C([O-])C(C)(C)C.[Cs+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CCCCOC(C)=O,0.057,C,19.71,Cesium pivalate,SCHEMBL15068049,Butyl Ester
1415,O=C([O-])C(C)(C)C.[Cs+],CP(C)C1=CC=CC=C1,CCCCOC(C)=O,0.057,C,0,Cesium pivalate,Me2PPh,Butyl Ester
